name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;45;0;253;3075;887;3075;910;0
header;38;168;38;199;1710;199;1710;168
A;882;236;882;263;902;263;902;236
B;740;602;740;618;763;618;763;602
A;507;646;507;661;529;661;529;646
B;196;690;196;706;223;706;223;690
B;873;912;873;941;896;941;896;912
C;269;1039;269;1066;289;1066;289;1039
B;502;1112;502;1127;526;1127;526;1112
B;272;1153;272;1172;286;1172;286;1153
A;897;1197;897;1198;898;1198;898;1197
D;534;1451;534;1466;543;1466;543;1451
A;266;1766;266;1781;273;1781;273;1766
A;573;1802;573;1817;581;1817;581;1802
A;625;1873;625;1888;634;1888;634;1873
B;402;2012;402;2028;412;2028;412;2012
D;859;2283;859;2310;881;2310;881;2283
B;295;2469;295;2484;304;2484;304;2469
B;662;2503;662;2521;676;2521;676;2503
A;381;2504;381;2520;389;2520;389;2504
A;458;2531;458;2556;480;2556;480;2531
A;430;2540;430;2555;438;2555;438;2540
A;880;2650;880;2651;882;2651;882;2650
B;695;2678;695;2697;710;2697;710;2678
D;747;2715;747;2730;756;2730;756;2715
B;613;2821;613;2837;622;2837;622;2821
B;289;2854;289;2872;302;2872;302;2854
