name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;328;0;792;3073;1059;3073;967;0
header;188;158;188;187;1799;187;1799;158
A;884;197;884;197;885;197;885;197
A;682;205;682;207;683;207;683;205
A;884;299;884;301;884;301;884;299
A;669;300;669;302;670;302;670;300
B;559;361;559;381;575;381;575;361
A;430;438;430;438;430;438;430;438
A;620;529;620;531;620;531;620;529
A;705;670;705;671;705;671;705;670
A;755;713;755;713;755;713;755;713
B;696;821;696;839;712;839;712;821
A;649;849;649;849;650;849;650;849
A;912;851;912;852;914;852;914;851
A;745;852;745;854;746;854;746;852
B;975;892;975;920;996;920;996;892
A;565;898;565;898;565;898;565;898
D;682;903;682;919;706;919;706;903
A;885;987;885;989;886;989;886;987
A;670;989;670;992;671;992;671;989
B;514;1047;514;1067;528;1067;528;1047
A;605;1167;605;1171;608;1171;608;1167
A;965;1221;965;1228;999;1228;999;1221
A;675;1326;675;1328;678;1328;678;1326
A;974;1362;974;1366;978;1366;978;1362
A;888;1487;888;1488;896;1488;896;1487
B;848;1550;848;1570;864;1570;864;1550
C;972;1616;972;1651;993;1651;993;1616
A;817;2262;817;2263;819;2263;819;2262
A;871;2262;871;2264;875;2264;875;2262
A;975;2344;975;2346;977;2346;977;2344
A;986;2346;986;2346;988;2346;988;2346
